,epo-22,epo-20,epo-18,epo-16,epo-14,epo-12,epo-10,epo-8,epo-6,epo-4,epo-2,epo0,epo2,epo4,epo6,epo8,epo10,epo12,epo14,epo16,nao-22,nao-20,nao-18,nao-16,nao-14,nao-12,nao-10,nao-8,nao-6,nao-4,nao-2,nao0,nao2,nao4,nao6,nao8,nao10,nao12,nao14,nao16,pna-22,pna-20,pna-18,pna-16,pna-14,pna-12,pna-10,pna-8,pna-6,pna-4,pna-2,pna0,pna2,pna4,pna6,pna8,pna10,pna12,pna14,pna16,wpo-22,wpo-20,wpo-18,wpo-16,wpo-14,wpo-12,wpo-10,wpo-8,wpo-6,wpo-4,wpo-2,wpo0,wpo2,wpo4,wpo6,wpo8,wpo10,wpo12,wpo14,wpo16
2704,13.31,52.43,91.84,46.68,104.51,78.81,65.95,143.14,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,124.30,7.67,19.77,11.75,46.58,16.02,51.04,141.64,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,156.56,76.44,147.37,195.44,91.97,16.80,176.92,171.09,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,35.18,84.69,137.54,82.80,85.32,69.34,65.24,37.60,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55
2705,34.03,32.39,94.15,54.65,121.98,33.59,54.22,42.97,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,20.30,10.03,4.14,32.02,28.84,39.18,77.31,165.59,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,50.22,149.06,171.84,152.88,35.73,106.00,225.40,47.65,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,23.04,135.11,106.25,75.33,87.89,70.95,46.17,34.02,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50
2706,52.43,91.84,46.68,104.51,78.81,65.95,143.14,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,7.67,19.77,11.75,46.58,16.02,51.04,141.64,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,76.44,147.37,195.44,91.97,16.80,176.92,171.09,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,84.69,137.54,82.80,85.32,69.34,65.24,37.60,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59
2707,32.39,94.15,54.65,121.98,33.59,54.22,42.97,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,10.03,4.14,32.02,28.84,39.18,77.31,165.59,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,149.06,171.84,152.88,35.73,106.00,225.40,47.65,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,135.11,106.25,75.33,87.89,70.95,46.17,34.02,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35
2708,91.84,46.68,104.51,78.81,65.95,143.14,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,19.77,11.75,46.58,16.02,51.04,141.64,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,147.37,195.44,91.97,16.80,176.92,171.09,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,137.54,82.80,85.32,69.34,65.24,37.60,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17
2709,94.15,54.65,121.98,33.59,54.22,42.97,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,4.14,32.02,28.84,39.18,77.31,165.59,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,171.84,152.88,35.73,106.00,225.40,47.65,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,106.25,75.33,87.89,70.95,46.17,34.02,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82
2710,46.68,104.51,78.81,65.95,143.14,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,11.75,46.58,16.02,51.04,141.64,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,195.44,91.97,16.80,176.92,171.09,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,82.80,85.32,69.34,65.24,37.60,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82
2711,54.65,121.98,33.59,54.22,42.97,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,32.02,28.84,39.18,77.31,165.59,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,152.88,35.73,106.00,225.40,47.65,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,75.33,87.89,70.95,46.17,34.02,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11
2712,104.51,78.81,65.95,143.14,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,46.58,16.02,51.04,141.64,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,91.97,16.80,176.92,171.09,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,85.32,69.34,65.24,37.60,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22
2713,121.98,33.59,54.22,42.97,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,28.84,39.18,77.31,165.59,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,35.73,106.00,225.40,47.65,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,87.89,70.95,46.17,34.02,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01
2714,78.81,65.95,143.14,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,16.02,51.04,141.64,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,16.80,176.92,171.09,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,69.34,65.24,37.60,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37
2715,33.59,54.22,42.97,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,39.18,77.31,165.59,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,106.00,225.40,47.65,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,70.95,46.17,34.02,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66
2716,65.95,143.14,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,51.04,141.64,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,176.92,171.09,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,65.24,37.60,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15
2717,54.22,42.97,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,77.31,165.59,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,225.40,47.65,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,46.17,34.02,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50
2718,143.14,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,141.64,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,171.09,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,37.60,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83
2719,42.97,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,165.59,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,47.65,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,34.02,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99
2720,69.46,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,160.15,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,9.80,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,102.33,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44
2721,143.37,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,170.53,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,106.39,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,120.63,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08
2722,211.42,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,206.14,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,181.04,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,105.41,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08
2723,219.31,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,228.26,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,168.36,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,147.48,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06
2724,151.75,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,236.68,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,128.02,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,198.91,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19
2725,114.49,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,283.41,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,155.22,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,242.30,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23
2726,126.96,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,281.52,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,132.83,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,288.28,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42
2727,141.73,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,245.26,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,44.71,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,315.14,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58
2728,90.51,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,188.97,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,0.65,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,288.85,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84
2729,52.46,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,140.98,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,27.64,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,256.28,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34
2730,45.01,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,88.89,59.62,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,82.73,33.00,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,416.13,227.93,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84,22.94
2731,10.03,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,107.44,4.45,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,24.77,31.67,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,438.95,203.40,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34,21.25
2732,44.08,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,88.89,106.04,38.82,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,82.73,2.70,130.56,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,416.13,419.80,179.32,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84,22.94,12.52
2733,21.09,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,107.44,86.50,87.89,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,24.77,73.93,120.28,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,438.95,346.63,179.08,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34,21.25,26.38
2734,22.45,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,88.89,106.04,104.18,198.85,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,82.73,2.70,14.97,136.53,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,416.13,419.80,299.12,183.67,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84,22.94,12.52,5.56
2735,51.24,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,107.44,86.50,70.19,186.64,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,24.77,73.93,14.94,236.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,438.95,346.63,352.52,98.40,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34,21.25,26.38,3.89
2736,40.80,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,88.89,106.04,104.18,17.57,137.44,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,82.73,2.70,14.97,14.90,212.51,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,416.13,419.80,299.12,389.87,71.53,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84,22.94,12.52,5.56,25.66
2737,18.16,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,107.44,86.50,70.19,15.84,229.70,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,24.77,73.93,14.94,8.47,163.94,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,438.95,346.63,352.52,392.80,121.14,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34,21.25,26.38,3.89,50.31
2738,140.80,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,88.89,106.04,104.18,17.57,23.53,271.46,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,82.73,2.70,14.97,14.90,85.33,78.64,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,416.13,419.80,299.12,389.87,288.07,204.99,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84,22.94,12.52,5.56,25.66,77.98
2739,232.07,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,107.44,86.50,70.19,15.84,6.44,250.95,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,24.77,73.93,14.94,8.47,111.40,23.40,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,438.95,346.63,352.52,392.80,184.01,250.60,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34,21.25,26.38,3.89,50.31,87.81
2740,232.87,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,88.89,106.04,104.18,17.57,23.53,16.64,272.32,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,82.73,2.70,14.97,14.90,85.33,57.70,21.83,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,416.13,419.80,299.12,389.87,288.07,95.85,282.95,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84,22.94,12.52,5.56,25.66,77.98,98.14
2741,221.34,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,107.44,86.50,70.19,15.84,6.44,3.03,247.63,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,24.77,73.93,14.94,8.47,111.40,0.45,66.07,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,438.95,346.63,352.52,392.80,184.01,34.85,281.07,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34,21.25,26.38,3.89,50.31,87.81,96.24
2742,160.42,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,88.89,106.04,104.18,17.57,23.53,16.64,2.86,207.79,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,82.73,2.70,14.97,14.90,85.33,57.70,0.91,67.11,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,416.13,419.80,299.12,389.87,288.07,95.85,27.27,264.55,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84,22.94,12.52,5.56,25.66,77.98,98.14,79.23
2743,99.94,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,107.44,86.50,70.19,15.84,6.44,3.03,24.05,176.25,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,24.77,73.93,14.94,8.47,111.40,0.45,8.24,23.14,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,438.95,346.63,352.52,392.80,184.01,34.85,63.92,281.50,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34,21.25,26.38,3.89,50.31,87.81,96.24,60.67
2744,117.91,20.79,176.58,96.09,102.09,189.15,98.18,81.40,114.67,102.47,174.24,115.51,88.89,106.04,104.18,17.57,23.53,16.64,2.86,52.50,157.15,102.15,119.81,192.53,127.17,44.98,46.12,80.41,52.86,156.98,171.41,15.59,82.73,2.70,14.97,14.90,85.33,57.70,0.91,54.24,86.48,233.71,305.21,365.61,462.13,415.76,351.51,315.82,291.73,343.06,403.72,484.84,416.13,419.80,299.12,389.87,288.07,95.85,27.27,131.83,279.59,230.17,123.82,75.22,89.37,77.15,66.83,6.44,5.08,4.19,73.42,74.84,22.94,12.52,5.56,25.66,77.98,98.14,79.23,46.13
2745,68.71,67.16,141.39,24.44,185.72,136.63,110.92,65.08,81.73,139.50,126.97,96.68,107.44,86.50,70.19,15.84,6.44,3.03,24.05,113.53,138.76,45.74,186.10,174.50,56.00,32.12,51.30,76.66,110.82,182.05,75.17,48.57,24.77,73.93,14.94,8.47,111.40,0.45,8.24,38.68,165.71,275.41,282.85,399.91,438.74,364.85,315.33,310.73,298.37,381.95,440.45,442.65,438.95,346.63,352.52,392.80,184.01,34.85,63.92,100.24,271.35,172.82,113.11,72.01,74.66,91.50,31.99,2.08,3.06,39.23,92.58,29.34,21.25,26.38,3.89,50.31,87.81,96.24,60.67,23.59
